protein_id,design_idx,spearman,pearson
6T06_B,4,0.3436088670553477,0.0062345139171963
6T06_B,5,0.25415325684924744,0.08599467601823328
6T06_B,6,0.28445072922921866,0.05775205615080893
6T06_B,7,0.4142776729737511,0.2498103733099558
6T10_B,0,0.21026364136674994,-0.09651156575669745
6T10_B,1,0.26229500416514395,-0.009326738530321945
6T10_B,2,0.4315026949798378,0.1834026761375335
6T10_B,3,0.09004383857188122,-0.25372483648873523
6T10_B,4,0.28068945752424734,0.11369602637104433
6T10_B,5,0.4556818642164218,0.051823230595819066
6T10_B,6,0.3339918632251946,0.05918286420088385
6T10_B,7,0.38787222605283017,-0.13858302800538996
6TN1_AAA,0,0.3281129797333819,0.3041774058606263
6TN1_AAA,1,0.5597759488036509,0.20005416887255364
6TN1_AAA,2,0.4968574261799238,0.31660792483666783
6TN1_AAA,3,0.413031919723361,0.6711181940112263
6TN1_AAA,4,0.5572558488734418,0.5127918898491857
6TN1_AAA,5,0.5755487206474792,0.49875048531617394
6TN1_AAA,6,0.35941913229099076,0.24128417221223902
6TN1_AAA,7,0.47013899617986454,0.32060531721756924
6TQD_C,0,0.25068249716567675,-0.014231897308460705
6TQD_C,1,0.28085791847324715,0.09274675872897366
6TQD_C,2,0.23425447033746788,0.10064691964373629
6TQD_C,3,0.5399136709088482,0.7879457425520167
6TQD_C,4,0.7648095112984626,0.8128068046632763
6TQD_C,5,0.18668434628691424,0.19908575367357317
6TQD_C,6,0.23259351218201899,0.09267363155426919
6TQD_C,7,0.7434670025241552,0.8411392778947427
6VJP_B,0,0.6582862764077614,0.6901618146653842
6VJP_B,1,0.5518579988792309,0.7873471415151375
6VJP_B,2,0.7695467782610731,0.7363031188665029
6VJP_B,3,0.7743369328658214,0.8138355881399854
6VJP_B,4,0.4491029603800096,0.7335981396009515
6VJP_B,5,0.6142440892427098,0.570428603033656
6VJP_B,6,0.4847935503564875,0.7289893895230705
6VJP_B,7,0.6570810592035619,0.7979228517122332
6W6B_A,0,0.17805106501145312,0.5729259857298377
6W6B_A,1,0.3464556919216035,0.5998111460881167
6W6B_A,2,0.5305054592835071,0.5478328797654858
6W6B_A,3,0.32249934621126375,0.27667120683346147
